frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
796,310,[1523.002197265625 953.4739990234375 1950.4344482421875 1308.592041015625],car,[1679.474853515625 1182.780029296875 1811.133544921875 1231.116455078125],0.41769611835479736,6JD6EPW,0.09778371790665563
797,310,[1522.6634521484375 955.8425903320312 1951.6815185546875 1312.5123291015625],car,[1678.4132080078125 1183.79736328125 1807.4989013671875 1235.111083984375],0.6885626912117004,DJD6EPD,0.18642741003066804
797,228,[593.6234741210938 873.3551025390625 1041.99560546875 1221.5430908203125],car,[752.69580078125 1109.29248046875 867.531005859375 1145.465576171875],0.5137230157852173,LM15ZZC,0.8311201336988342
798,228,[590.7319946289062 877.3502807617188 1039.92724609375 1226.6331787109375],car,[748.941650390625 1113.51416015625 863.470703125 1152.162353515625],0.7784329056739807,LN15ZZC,0.6430584701917403
798,310,[1523.27099609375 959.9089965820312 1953.167236328125 1316.2901611328125],car,[1678.3359375 1191.4501953125 1805.90478515625 1237.69677734375],0.6765134930610657,6JOBEPW,0.08180227181483894
799,228,[589.6043090820312 880.6220703125 1038.9644775390625 1229.37548828125],car,[739.5331420898438 1115.3935546875 861.2689819335938 1155.12451171875],0.8036049008369446,LN15ZZC,0.893979667865846
799,310,[1523.6207275390625 961.6411743164062 1952.5994873046875 1318.372802734375],car,[1679.3031005859375 1191.109130859375 1810.6783447265625 1245.185791015625],0.6311339139938354,GJ06EPW,0.23625178990672666
800,228,[587.0089111328125 885.0826416015625 1039.2913818359375 1234.1785888671875],car,[744.62060546875 1119.2587890625 857.538330078125 1163.80810546875],0.7059831619262695,LM15ZZC,0.48715586228258384
800,310,[1523.0540771484375 965.1793823242188 1952.7193603515625 1323.8360595703125],car,[1676.849609375 1194.7930908203125 1818.11669921875 1248.3101806640625],0.5517732501029968,GJ06EPD,0.1331660252006405
801,228,[582.3851928710938 888.2675170898438 1036.0872802734375 1238.9515380859375],car,[743.934814453125 1122.62255859375 858.023681640625 1167.1865234375],0.6050550937652588,LN15ZZC,0.34145410988189706
801,310,[1522.9239501953125 968.6636962890625 1952.7216796875 1329.5068359375],car,[1676.089111328125 1203.41357421875 1806.740966796875 1251.220703125],0.3059680163860321,GJOBEPD,0.3176108487780586
802,228,[580.7797241210938 890.1776733398438 1035.6046142578125 1242.6195068359375],car,[746.8524780273438 1124.4122314453125 855.2769165039062 1166.6202392578125],0.5403038263320923,LNSZZC,0.8426638495937793
802,310,[1522.921875 970.66845703125 1952.9212646484375 1333.0379638671875],car,[1676.4638671875 1206.025634765625 1812.326171875 1253.28759765625],0.26197078824043274,LOEERD,0.019267193050521804
803,228,[578.5675659179688 893.3902587890625 1033.989013671875 1246.647705078125],car,[743.746826171875 1125.99365234375 854.488037109375 1167.91357421875],0.7679539322853088,LN15ZZC,0.7257466194223484
804,228,[574.2197875976562 895.90380859375 1031.810791015625 1250.8394775390625],car,[738.0794677734375 1130.0296630859375 855.7716064453125 1172.8885498046875],0.6700934171676636,LN15ZZC,0.8968564342365173
805,228,[571.5137939453125 898.0181274414062 1029.7916259765625 1253.3067626953125],car,[735.686279296875 1132.2811279296875 864.46240234375 1177.6773681640625],0.5560088157653809,LN15ZZC,0.8490567246027219
805,310,[1522.5162353515625 981.5908813476562 1957.070068359375 1344.9619140625],car,[1679.60205078125 1216.1845703125 1811.0185546875 1264.424560546875],0.35338929295539856,DOGERD,0.3288628846022502
806,228,[569.2230224609375 902.0992431640625 1028.864013671875 1256.3199462890625],car,[735.9442138671875 1138.247802734375 855.6219482421875 1180.7529296875],0.6776509284973145,LN15ZZC,0.5443949008858208
806,310,[1522.356689453125 984.7460327148438 1959.611083984375 1349.0860595703125],car,[1677.091064453125 1221.9951171875 1810.123291015625 1269.3896484375],0.5922219157218933,DO6ERD,0.14625694566149586
807,228,[566.0343017578125 905.382568359375 1027.8577880859375 1260.3131103515625],car,[729.316650390625 1144.7451171875 847.55419921875 1186.189453125],0.8614107370376587,LN15ZZC,0.776059596051938
808,228,[565.2001342773438 907.5944213867188 1025.1123046875 1262.90625],car,[727.327392578125 1147.6182861328125 848.095458984375 1185.6243896484375],0.670319139957428,LN15ZZC,0.8691341808131254
808,310,[1522.576171875 992.6915283203125 1962.527099609375 1358.241455078125],car,[1677.5120849609375 1227.2308349609375 1817.8507080078125 1280.3607177734375],0.2931435704231262,GJ06ERD,0.31342728995852737
809,228,[563.144287109375 910.8561401367188 1023.9861450195312 1268.6015625],car,[721.839111328125 1149.3697509765625 846.519287109375 1197.6898193359375],0.732049286365509,LN15ZZC,0.8583879824184338
809,310,[1522.7130126953125 996.5615234375 1963.552490234375 1363.6343994140625],car,[1677.327392578125 1236.291015625 1812.205322265625 1288.80859375],0.4528922438621521,GJ06ERD,0.269374251033488
810,228,[560.8336791992188 914.8868408203125 1022.9575805664062 1273.832275390625],car,[725.5413818359375 1152.4169921875 848.990478515625 1198.29931640625],0.46930980682373047,LN15ZZC,0.9594391202019988
810,310,[1523.139892578125 1000.265625 1965.7041015625 1369.140380859375],car,[1678.767822265625 1240.97021484375 1808.970703125 1291.21630859375],0.44749778509140015,GJ06EFD,0.3103982419905156
811,228,[560.1492919921875 917.4827270507812 1021.9977416992188 1276.6597900390625],car,[728.1021728515625 1156.29345703125 842.4112548828125 1196.53857421875],0.7657641172409058,LN15ZZC,0.8441755530376418
811,310,[1523.80419921875 1001.72216796875 1966.3726806640625 1372.4661865234375],car,[1679.7906494140625 1241.83837890625 1812.5164794921875 1295.6318359375],0.45092839002609253,GJ06EFD,0.1825992050855601
812,228,[557.1917724609375 920.9962768554688 1020.7727661132812 1279.727294921875],car,[709.590576171875 1160.9326171875 839.3699951171875 1200.599609375],0.7558566927909851,LN15ZZC,0.6442184003470734
812,310,[1523.2091064453125 1006.5449829101562 1966.584716796875 1377.8505859375],car,[1678.51025390625 1246.8643798828125 1817.67236328125 1297.3514404296875],0.727458655834198,GJ06EPD,0.34564762949893707
813,228,[554.24267578125 923.755126953125 1021.6900634765625 1283.977783203125],car,[714.1055908203125 1163.515625 839.1986083984375 1208.857421875],0.8394005298614502,LN15ZZC,0.37179198524554896
813,310,[1522.837158203125 1011.4130859375 1968.112060546875 1382.206298828125],car,[1683.445556640625 1248.2503662109375 1816.400634765625 1300.6654052734375],0.6453163623809814,GJ06EPD,0.1933315963947272
814,228,[552.6492309570312 925.9593505859375 1020.4130859375 1286.408447265625],car,[717.0716552734375 1165.4503173828125 840.94482421875 1211.1522216796875],0.811541736125946,LN15ZZC,0.7806664362408055
814,310,[1523.044677734375 1014.5272827148438 1969.1392822265625 1384.833740234375],car,[1683.955810546875 1255.227294921875 1814.31640625 1308.866455078125],0.39773258566856384,GJ06EFD,0.2560921358621027
815,228,[548.4443359375 927.9474487304688 1017.6689453125 1291.56298828125],car,[715.5737915039062 1174.267333984375 838.6355590820312 1212.455322265625],0.8118252158164978,LN15ZZC,0.8976805745657848
815,310,[1522.94091796875 1018.0732421875 1970.4000244140625 1390.3887939453125],car,[1680.9615478515625 1257.729736328125 1820.3790283203125 1312.259765625],0.5429198741912842,GJ06EPD,0.24270320852145078
816,228,[544.5504150390625 929.9365844726562 1017.1422119140625 1296.5211181640625],car,[710.6931762695312 1179.6363525390625 831.6604614257812 1217.5428466796875],0.7857725620269775,LN15ZZC,0.9602559936640076
817,228,[542.8055419921875 932.0691528320312 1014.8554077148438 1300.341064453125],car,[713.8634643554688 1181.1461181640625 829.1663208007812 1222.7301025390625],0.8363906741142273,LN15ZZC,0.6592658335950561
818,228,[540.81982421875 936.34912109375 1012.9524536132812 1304.575439453125],car,[708.6944580078125 1184.014404296875 825.1649169921875 1234.113525390625],0.6201410889625549,LM15ZZC,0.770968977556538
819,228,[538.4274291992188 941.12353515625 1010.974365234375 1310.0902099609375],car,[699.2881469726562 1185.605224609375 824.2079467773438 1230.61376953125],0.7781128287315369,LM15ZZC,0.5344437904285128
819,310,[1522.884521484375 1032.7891845703125 1977.3248291015625 1409.97802734375],car,[1681.1219482421875 1277.5654296875 1819.5386962890625 1327.66796875],0.525233268737793,LJDGEPD,0.0844673095956754
820,228,[536.3444213867188 942.6658325195312 1009.5701293945312 1313.4737548828125],car,[674.1319580078125 1186.837646484375 824.5198974609375 1234.616455078125],0.7066443562507629,LN15ZZC,0.7396860570841802
820,310,[1522.9681396484375 1034.7103271484375 1978.1239013671875 1412.1767578125],car,[1685.490966796875 1280.2996826171875 1821.370361328125 1331.0975341796875],0.5310153365135193,GJ06EFD,0.4124370036894769
821,228,[533.6119384765625 946.053955078125 1009.9533081054688 1318.03076171875],car,[697.5291748046875 1190.638671875 823.2186279296875 1239.990234375],0.8304891586303711,LN15ZZC,0.9295399881693511
821,310,[1522.6539306640625 1039.7039794921875 1979.4361572265625 1417.8236083984375],car,[1682.3516845703125 1289.415283203125 1822.5806884765625 1341.090087890625],0.5096911787986755,GJ06EPW,0.12528017920923384
822,228,[529.0270385742188 949.7476806640625 1006.0145263671875 1322.2371826171875],car,[693.132568359375 1195.5771484375 817.03759765625 1240.9189453125],0.8149513602256775,LN15ZZC,0.6758832756771742
822,310,[1521.943115234375 1043.5225830078125 1980.64697265625 1422.9814453125],car,[1683.8525390625 1292.6151123046875 1829.5263671875 1344.8338623046875],0.5143115520477295,GJ06EFW,0.11451323503788868
823,228,[528.1435546875 952.6426391601562 1006.7632446289062 1325.7684326171875],car,[700.9067993164062 1202.614013671875 820.0525512695312 1243.371826171875],0.7457261681556702,LNSZZC,0.8378721338736373
823,310,[1522.00048828125 1046.393798828125 1980.9619140625 1425.8626708984375],car,[1683.44287109375 1295.4267578125 1827.989013671875 1348.3125],0.6582267880439758,GJ06EPW,0.18381134944160324
824,228,[524.172119140625 957.2108764648438 1003.8693237304688 1330.7427978515625],car,[685.3490600585938 1207.0634765625 817.9912719726562 1249.2509765625],0.830513060092926,LN15ZZC,0.8135497059511776
824,310,[1522.50439453125 1051.0086669921875 1982.836181640625 1429.5194091796875],car,[1685.28466796875 1304.02587890625 1827.58056640625 1352.99072265625],0.38000303506851196,GJ06EFD,0.13608097180239015
825,228,[519.71533203125 961.5046997070312 1002.3400268554688 1336.688232421875],car,[681.5711669921875 1212.94580078125 813.8697509765625 1259.190185546875],0.6370241641998291,LN15ZZC,0.9202292466515635
826,228,[517.103759765625 964.019287109375 1001.1779174804688 1339.9559326171875],car,[688.8885498046875 1214.187744140625 811.7647705078125 1259.6435546875],0.7269786596298218,LN15ZZC,0.19720727561815568
826,310,[1523.24462890625 1059.0865478515625 1985.4345703125 1433.8072509765625],car,[1688.449462890625 1310.3115234375 1831.385986328125 1357.919921875],0.6328988075256348,LJ06EPW,0.15847785142604556
827,310,[1523.2259521484375 1062.325439453125 1987.12451171875 1433.948486328125],car,[1690.855224609375 1313.69287109375 1827.516845703125 1363.318115234375],0.8709837198257446,GJ06EPW,0.15220375683465676
827,228,[514.9370727539062 967.6635131835938 1000.330322265625 1344.3165283203125],car,[686.0601806640625 1219.3671875 812.2662353515625 1261.7138671875],0.6946450471878052,LN15ZZC,0.6039170818183616
828,228,[511.48431396484375 971.301513671875 998.1036376953125 1348.4521484375],car,[681.8561401367188 1224.9267578125 806.6121215820312 1269.86865234375],0.8198662996292114,LN15ZZC,0.8683998008821749
829,228,[509.08685302734375 973.5938720703125 996.7141723632812 1351.051025390625],car,[679.861572265625 1226.7847900390625 811.7525634765625 1273.5633544921875],0.8311744928359985,LNSZZC,0.7903857838864147
829,310,[1522.9248046875 1069.316162109375 1990.38037109375 1433.569580078125],car,[1694.09814453125 1324.0546875 1835.14599609375 1375.740966796875],0.37020450830459595,OJ06EPD,0.30562701338857134
830,228,[505.2641296386719 976.6044921875 992.90380859375 1356.5748291015625],car,[683.7514038085938 1233.690673828125 799.6453247070312 1272.384033203125],0.7626959681510925,LM15ZZC,0.4124374471794139
830,310,[1523.3187255859375 1074.286865234375 1993.5504150390625 1434.228759765625],car,[1694.510009765625 1329.316650390625 1834.447021484375 1379.828857421875],0.33682170510292053,OJ06EPD,0.16275156493384932
831,228,[501.6330261230469 980.659423828125 990.6456298828125 1361.890625],car,[682.5672607421875 1240.39404296875 797.4888916015625 1281.60498046875],0.8193898797035217,LN15ZZC,0.8087330839712226
832,228,[499.52215576171875 983.608642578125 991.1288452148438 1364.7769775390625],car,[671.9442749023438 1243.473876953125 797.5291137695312 1283.402587890625],0.8241698145866394,LN15ZZC,0.5634638579168387
833,228,[495.7624206542969 988.1026000976562 988.6849365234375 1370.3267822265625],car,[668.1383666992188 1246.584228515625 789.6815795898438 1289.848388671875],0.7705591917037964,LNSZZC,0.7291247024618515
834,228,[492.7459716796875 990.7498779296875 988.62060546875 1376.195556640625],car,[665.0074462890625 1248.432373046875 792.7769775390625 1293.75537109375],0.8286669254302979,LN15ZZC,0.8823990084426666
834,310,[1523.5892333984375 1090.8375244140625 1998.76513671875 1433.444580078125],car,[1696.65283203125 1349.5279541015625 1836.4765625 1396.9075927734375],0.2826402187347412,GJ06EPD,0.3723150475079608
835,228,[490.6429748535156 991.93603515625 986.146484375 1379.4366455078125],car,[667.6494750976562 1250.7886962890625 792.0470581054688 1294.5501708984375],0.8218709230422974,LN15ZZC,0.8838080893707139
836,228,[488.0605163574219 993.9916381835938 985.3359375 1383.78369140625],car,[663.4160766601562 1256.3807373046875 790.6045532226562 1301.4708251953125],0.8409409523010254,LN15ZZC,0.9056945532750992
837,228,[484.1396179199219 999.04638671875 982.9231567382812 1389.692138671875],car,[654.0447998046875 1261.9599609375 786.9854736328125 1306.0830078125],0.8515670299530029,LN15ZZC,0.8812916154870988
838,228,[480.9781494140625 998.8417358398438 981.2391967773438 1393.121826171875],car,[656.4204711914062 1264.561279296875 790.8950805664062 1309.600830078125],0.8393591046333313,LN15ZZC,0.7221044219101791
839,228,[477.5347900390625 1002.4004516601562 979.181640625 1399.002197265625],car,[644.5037841796875 1275.137939453125 784.406982421875 1314.857177734375],0.7933593392372131,LN15ZZC,0.680374038757592
839,310,[1524.2735595703125 1110.8831787109375 2006.111083984375 1434.387451171875],car,[1695.0428466796875 1374.5238037109375 1839.7005615234375 1422.4764404296875],0.4081200063228607,GJ06EPD,0.11752679107220516
840,228,[474.6607971191406 1009.5097045898438 976.4370727539062 1404.065673828125],car,[651.7744750976562 1278.8248291015625 780.6961059570312 1321.1280517578125],0.7963626384735107,LNSZZC,0.6457248118403642
841,228,[471.8501892089844 1013.2718505859375 976.2144775390625 1406.746826171875],car,[652.9947509765625 1280.766845703125 780.3133544921875 1321.779052734375],0.8248403072357178,LNSZZC,0.29921500367842546
842,228,[468.3554992675781 1018.8535766601562 974.3394775390625 1411.4520263671875],car,[651.164794921875 1285.36328125 777.8450927734375 1326.46337890625],0.8104498982429504,LN15ZZC,0.8996092995536108
843,228,[465.1834411621094 1023.3911743164062 972.5990600585938 1416.08642578125],car,[642.5406494140625 1290.130859375 778.4539794921875 1336.15673828125],0.8527126312255859,LN15ZZC,0.44002740030778886
844,228,[463.1903381347656 1027.1007080078125 972.43017578125 1418.3116455078125],car,[643.9366455078125 1290.943603515625 776.8211669921875 1337.535888671875],0.866231381893158,LN15ZZC,0.652873378526683
845,228,[458.8605651855469 1031.4417724609375 969.7105102539062 1423.4046630859375],car,[644.0528564453125 1297.984619140625 772.372802734375 1343.248779296875],0.8537493944168091,LN15ZZC,0.9806029231040481
846,228,[454.5497131347656 1036.060791015625 966.6152954101562 1429.1182861328125],car,[632.2476196289062 1305.9815673828125 766.6604614257812 1351.3148193359375],0.8728711009025574,LN15ZZC,0.8977607264617714
847,228,[452.7220153808594 1039.976318359375 966.7423706054688 1430.7894287109375],car,[632.0142822265625 1308.726318359375 766.4178466796875 1351.734619140625],0.876376748085022,LNSZZC,0.4689208417136038
848,228,[449.78631591796875 1044.4683837890625 964.9464721679688 1434.493408203125],car,[630.0640869140625 1312.453125 764.03515625 1355.88427734375],0.8740398287773132,LNSZZC,0.706221689385814
849,228,[446.4114685058594 1049.7164306640625 962.7344970703125 1435.988037109375],car,[631.12939453125 1316.4228515625 763.71142578125 1362.8154296875],0.8768301606178284,LN15ZZC,0.6268310417977707
849,465,[1526.255126953125 845.864990234375 1928.90380859375 1153.9093017578125],car,[1671.484130859375 1060.11328125 1783.031982421875 1092.45849609375],0.4036276936531067,DA03CLX,0.3796228027800237
850,228,[444.6502380371094 1052.1424560546875 962.435791015625 1435.2821044921875],car,[633.9478759765625 1320.58349609375 764.8426513671875 1367.2568359375],0.8578987121582031,LNSZZC,0.7978175684141687
850,465,[1526.1162109375 847.1199340820312 1928.9478759765625 1154.6553955078125],car,[1670.8809814453125 1057.7772216796875 1780.7681884765625 1094.1278076171875],0.526827335357666,DA07CLY,0.2889631687845565
851,228,[443.0105285644531 1054.4412841796875 960.1828002929688 1435.470947265625],car,[624.1427612304688 1326.9195556640625 757.0942993164062 1372.0777587890625],0.8458510637283325,LNSZZC,0.9187494290054647
852,228,[439.66229248046875 1055.531982421875 958.9220581054688 1435.7635498046875],car,[619.476806640625 1332.3006591796875 756.052490234375 1379.8870849609375],0.8573996424674988,LNSZZC,0.9828839854770701
852,465,[1526.3316650390625 851.242919921875 1931.0823974609375 1162.2596435546875],car,[1671.1533203125 1064.2939453125 1785.3837890625 1099.29541015625],0.46092915534973145,DAOZCLX,0.37072057876223163
853,228,[437.22381591796875 1055.765625 956.9710693359375 1435.4476318359375],car,[617.779296875 1338.349365234375 754.068115234375 1381.939208984375],0.8203960657119751,LNSZZC,0.9506005431056175
853,465,[1527.293212890625 853.1213989257812 1931.8330078125 1163.6004638671875],car,[1668.55029296875 1062.623779296875 1787.04443359375 1105.198486328125],0.613053560256958,DAOTCLY,0.4537778838746003
854,228,[433.5041809082031 1056.0882568359375 954.7015380859375 1435.398681640625],car,[619.53466796875 1344.065185546875 751.9658203125 1386.362548828125],0.8703808784484863,LN15ZZC,0.5873467503095093
854,465,[1526.9102783203125 856.57373046875 1933.0341796875 1167.9080810546875],car,[1666.38427734375 1066.18359375 1787.892578125 1105.458984375],0.5142936110496521,WAOTCLI,0.39260649668575
855,228,[430.00238037109375 1063.169921875 954.5628662109375 1434.70751953125],car,[614.9764404296875 1346.9169921875 750.5433349609375 1391.88671875],0.8636764883995056,LN15ZZC,0.5826623307490285
856,228,[427.6686706542969 1063.9415283203125 954.9553833007812 1434.0704345703125],car,[616.7833251953125 1351.076904296875 747.867431640625 1395.2529296875],0.8575373888015747,LN15ZZC,0.7370588591588674
856,465,[1526.7464599609375 860.4600830078125 1935.172607421875 1174.2879638671875],car,[1674.33544921875 1068.7603759765625 1788.27587890625 1101.4879150390625],0.34789109230041504,MAO7CLXT,0.24523749307225295
857,228,[424.2754211425781 1073.1439208984375 952.6499633789062 1434.4647216796875],car,[614.517822265625 1356.87841796875 748.538330078125 1400.5244140625],0.8393102288246155,LN15ZZC,0.6392583732658593
858,228,[421.2117614746094 1079.484375 952.1666259765625 1434.7491455078125],car,[611.2001953125 1366.86474609375 747.015869140625 1407.47412109375],0.7842827439308167,LN15ZZC,0.9433935917050069
859,228,[418.989013671875 1084.21337890625 952.1944580078125 1434.7083740234375],car,[610.1863403320312 1370.7857666015625 743.5307006835938 1408.0184326171875],0.613532543182373,LN15ZZC,0.9620114279021689
860,228,[414.1212463378906 1088.29150390625 950.1268920898438 1434.609619140625],car,[604.7508544921875 1373.85009765625 742.0489501953125 1418.1728515625],0.859596848487854,LISZZC,0.6433255891236109
860,465,[1527.39501953125 871.2579345703125 1938.8621826171875 1187.4996337890625],car,[1679.35791015625 1090.9674072265625 1788.5234375 1125.9178466796875],0.3023586869239807,DADJCLX,0.35276418787053804
861,228,[411.0621337890625 1090.721923828125 947.8451538085938 1434.6966552734375],car,[589.7735595703125 1377.9326171875 738.9954833984375 1425.94677734375],0.8123357892036438,LN15ZZC,0.7845006946430461
861,465,[1527.2818603515625 873.4086303710938 1940.5186767578125 1190.197509765625],car,[1678.13427734375 1092.2923583984375 1789.15087890625 1124.8934326171875],0.4764297902584076,DA07CLX,0.2954819748926357
862,228,[408.3984375 1090.7078857421875 947.4844360351562 1434.6064453125],car,[592.1959228515625 1382.092041015625 737.2054443359375 1429.535400390625],0.8118888735771179,LNSZZC,0.7550854547411746
863,465,[1527.4345703125 877.5910034179688 1942.75244140625 1195.8531494140625],car,[1668.9144287109375 1093.72802734375 1791.9578857421875 1138.298828125],0.45476284623146057,DA07CLX,0.18723260939614184
864,465,[1527.1566162109375 881.1146240234375 1944.5045166015625 1199.901123046875],car,[1675.792236328125 1093.7203369140625 1794.524169921875 1134.4107666015625],0.6208798289299011,DA07CLX,0.7226631543673088
866,465,[1527.294921875 887.6008911132812 1945.93359375 1207.9136962890625],car,[1679.427734375 1097.14208984375 1795.75146484375 1130.51416015625],0.6687989234924316,[XN7TTY,0.03564399003201057
869,465,[1527.6834716796875 895.4989013671875 1949.3209228515625 1219.4273681640625],car,[1680.31201171875 1111.855712890625 1797.69580078125 1149.552978515625],0.43015697598457336,MOTCLZ,0.07697907668027985
870,465,[1528.5386962890625 898.71240234375 1950.5048828125 1222.4666748046875],car,[1676.100830078125 1119.128173828125 1799.718505859375 1156.844970703125],0.515985906124115,DO7CLX,0.27144318429039344
871,465,[1528.568603515625 899.7147216796875 1952.2730712890625 1224.2811279296875],car,[1680.21630859375 1122.138916015625 1801.238037109375 1157.587158203125],0.5996545553207397,DAOJCLIX,0.13554866747505478
875,465,[1530.442138671875 910.0394287109375 1959.102783203125 1242.4827880859375],car,[1685.62890625 1131.994140625 1806.06640625 1166.3681640625],0.3673476278781891,IA07CLX,0.4992318679200454
879,465,[1531.1163330078125 920.371337890625 1964.6741943359375 1256.14404296875],car,[1692.1072998046875 1151.10107421875 1809.5072021484375 1187.427978515625],0.605756938457489,@AO7CLX,0.34513323197642576
880,465,[1532.0184326171875 922.945556640625 1965.695556640625 1258.50390625],car,[1686.1986083984375 1151.291015625 1809.5399169921875 1189.09375],0.7293626070022583,DOZCLX,0.5505890854712026
882,465,[1533.035888671875 931.4202270507812 1967.4617919921875 1269.7772216796875],car,[1696.684814453125 1156.7906494140625 1810.576171875 1194.3978271484375],0.6535647511482239,MA07CLX,0.19516865514487788
883,465,[1533.376953125 933.5137329101562 1969.293212890625 1272.4227294921875],car,[1694.4283447265625 1161.07275390625 1812.7327880859375 1193.64208984375],0.5848900079727173,DAN7CLY,0.12421044738639025
887,465,[1535.2550048828125 947.9644165039062 1973.3446044921875 1288.1600341796875],car,[1694.73095703125 1185.638427734375 1820.50341796875 1221.72802734375],0.7338178753852844,DA07CLI,0.13295377615469645
888,465,[1535.437744140625 951.8721923828125 1976.1815185546875 1293.3988037109375],car,[1694.3446044921875 1187.6181640625 1819.4317626953125 1227.98291015625],0.73176109790802,MOJCLI,0.04863535795162119
889,465,[1535.279296875 953.8389282226562 1978.42333984375 1296.83349609375],car,[1696.5609130859375 1188.788330078125 1822.3328857421875 1227.889892578125],0.6498499512672424,@O7CLI,0.26540108111866123
890,465,[1535.8199462890625 956.7249145507812 1980.8677978515625 1300.8004150390625],car,[1696.2259521484375 1189.61181640625 1825.3326416015625 1233.0947265625],0.5769654512405396,MA07CLX,0.08388730600193896
891,465,[1536.18115234375 960.8131103515625 1983.7193603515625 1306.988525390625],car,[1695.405029296875 1193.2481689453125 1826.40185546875 1235.2877197265625],0.8063827157020569,DD7CLX,0.5405232792695035
892,465,[1536.4306640625 962.6610107421875 1985.2977294921875 1309.9410400390625],car,[1697.07373046875 1194.0343017578125 1826.2900390625 1231.2332763671875],0.8262830376625061,[DO7CLX,0.3519012175242888
894,465,[1537.3076171875 969.7854614257812 1989.967041015625 1319.1146240234375],car,[1696.73388671875 1209.1015625 1834.94287109375 1253.41552734375],0.4665833115577698,DADZCLI,0.3822635432732324
895,465,[1537.35986328125 971.5009155273438 1991.990966796875 1321.7811279296875],car,[1703.399169921875 1218.156982421875 1827.802490234375 1251.798583984375],0.494026243686676,DAD7CLIL,0.1562600128740279
896,465,[1538.8955078125 975.0527954101562 1994.683349609375 1327.610595703125],car,[1707.042236328125 1217.2392578125 1831.304931640625 1255.62451171875],0.7913398742675781,WADZCLI,0.12283737607624856
897,465,[1539.231689453125 978.0709838867188 1997.2911376953125 1333.1055908203125],car,[1703.001220703125 1214.774169921875 1842.097900390625 1262.063232421875],0.47028103470802307,DAD7CLI,0.14477767191212088
898,465,[1539.8983154296875 981.0012817382812 1997.355224609375 1335.748779296875],car,[1704.090087890625 1219.573974609375 1835.654296875 1261.921630859375],0.652010977268219,DAD7CLX,0.4019169115459156
898,285,[1407.9727783203125 625.4368286132812 1817.4315185546875 1007.926513671875],car,[1560.078369140625 900.3123779296875 1665.276123046875 940.3902587890625],0.5224542021751404,(EOJVK5,0.10047702539094246
899,465,[1540.7542724609375 984.601318359375 1998.44921875 1341.1712646484375],car,[1707.804443359375 1220.5166015625 1838.739501953125 1261.708984375],0.5414054989814758,DAD7CLX,0.3410837982569208
899,285,[1406.5819091796875 627.1162109375 1818.040283203125 1011.719970703125],car,[1555.503173828125 902.787109375 1663.478759765625 942.63330078125],0.3390980064868927,EYO9,0.2015829235315323
900,285,[1405.940185546875 627.7528686523438 1818.5478515625 1014.1012573242188],car,[1559.351318359375 907.25146484375 1660.7724609375 944.2412109375],0.39357006549835205,EOJVW5,0.5715878422326479
901,285,[1405.4976806640625 627.6905517578125 1818.413818359375 1015.5303344726562],car,[1557.255859375 908.50390625 1670.29150390625 946.6708984375],0.35311159491539,E7OJVW5,0.2745017190866635
902,285,[1405.121826171875 629.7994384765625 1818.2086181640625 1018.9656372070312],car,[1556.177734375 912.5863037109375 1660.146484375 949.4256591796875],0.4813811779022217,EY06VWS,0.473455513778522
902,465,[1542.7855224609375 991.3992919921875 2002.9927978515625 1354.32861328125],car,[1710.5205078125 1247.0794677734375 1841.76708984375 1284.0460205078125],0.3937765061855316,DAD7CLX,0.271718252566972
903,465,[1544.2803955078125 995.9696044921875 2005.1142578125 1359.22412109375],car,[1712.13671875 1247.0479736328125 1840.33935546875 1286.4473876953125],0.8076183199882507,[DAOJCLI,0.12078684522026525
903,285,[1403.8302001953125 631.2044067382812 1817.7415771484375 1021.4522094726562],car,[1555.59716796875 917.02978515625 1660.02001953125 956.00732421875],0.6095401644706726,EY09VMS,0.09384097733623584
904,285,[1402.820068359375 632.1987915039062 1817.7662353515625 1021.7586669921875],car,[1553.136962890625 917.5798950195312 1661.675537109375 955.6848754882812],0.5736374855041504,EEYOGVWS,0.31662356213199855
904,465,[1545.1087646484375 998.0719604492188 2005.6434326171875 1360.56201171875],car,[1713.625244140625 1248.039794921875 1843.468017578125 1291.7607421875],0.48322543501853943,DADZCLX,0.4569122960646124
905,285,[1401.6168212890625 631.8374633789062 1818.1680908203125 1024.9078369140625],car,[1551.097900390625 921.05810546875 1661.733642578125 958.20263671875],0.5276143550872803,EX06VWS,0.2176350944397104
905,465,[1545.688232421875 1001.221923828125 2009.0037841796875 1365.459228515625],car,[1712.31640625 1254.76953125 1847.8681640625 1298.09912109375],0.2903805375099182,DD7CLX,0.2339682135864194
905,342,[518.2451782226562 1059.3472900390625 1052.8773193359375 1433.1727294921875],car,[753.2733154296875 1346.222412109375 843.8057861328125 1385.273193359375],0.25043556094169617,0MNA,0.7406780543421582
906,465,[1546.1246337890625 1005.869873046875 2012.49267578125 1370.7183837890625],car,[1717.212158203125 1254.8580322265625 1847.770263671875 1293.5257568359375],0.564176082611084,DAOZCLX,0.4059359560814449
906,285,[1401.0653076171875 631.8232421875 1818.3504638671875 1028.380615234375],car,[1551.157958984375 922.5933837890625 1663.239013671875 960.4569091796875],0.4332239031791687,EO:VKS},0.09620117564093573
